-DOCSTART- -X- O O
worth	O
₹	O
250	O
crore	O
—	O
have	O
urged	O
Uttar	O
Pradesh	O
chief	O
minister	O
Yogi	O
Adityanath	O
to	O
revoke	O
passports	O
of	O
the	O
firm	O
’s	O
Lucknow	O
-	O
based	O
founder	O
couple	O
Rajeev	O
and	O
Geetika	O
Gupta	O
.	O
-DOCSTART- -X- O O
Tekula	O
Mukthi	O
Raj	O
and	O
Gattagalla	O
Bhasker	O
,	O
police	O
said	O
,	O
invited	O
public	O
to	O
invest	O
money	O
and	O
offered	O
about	O
3	O
%	O
returns	O
on	O
a	O
daily	O
basis	O
.	O
They	O
started	O
as	O
Real	O
Life	O
Infra	O
Developers	O
and	O
changed	O
it	O
to	O
Multyjet	B-NEG_ORG
Trade	I-NEG_ORG
Pvt	I-NEG_ORG
Ltd	I-NEG_ORG
and	O
operated	O
from	O
Habsiguda	O
.	O
-DOCSTART- -X- O O
As	O
part	O
of	O
the	O
ongoing	O
probe	O
into	O
the	O
alleged	O
Delhi	O
liquor	O
scam	O
case	O
,	O
Enforcement	O
Directorate	O
on	O
Saturday	O
took	O
details	O
from	O
owner	O
of	O
JetSetGo	B-NEG_ORG
Aviation	I-NEG_ORG
Services	I-NEG_ORG
Private	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Kanika	O
Tekriwal	O
Reddy	O
.	O
ED	O
had	O
earlier	O
written	O
to	O
the	O
Airports	O
Authority	O
of	O
India	O
on	O
suspicion	O
that	O
cash	O
had	O
been	O
transferred	O
out	O
of	O
Begumpet	O
airport	O
using	O
the	O
flights	O
of	O
JetSetGo	B-NEG_ORG
,	O
a	O
private	O
chartered	O
flight	O
service	O
company	O
.	O
However	O
,	O
Kanika	O
,	O
wife	O
of	O
Aurobindo	O
Pharma	O
director	O
P	O
Sharat	O
Chandra	O
Reddy	O
,	O
said	O
none	O
of	O
her	O
company	O
’s	O
aircraft	O
was	O
used	O
to	O
transport	O
cash	O
or	O
liquor	O
and	O
denied	O
that	O
she	O
was	O
involved	O
in	O
the	O
liquor	O
scam	O
.	O
-DOCSTART- -X- O O
Jamal	O
,	O
who	O
has	O
multiple	O
global	O
business	O
ventures	O
,	O
in	O
August	O
1999	O
had	O
agreed	O
to	O
purchase	O
the	O
commercial	O
plot	O
belonging	O
to	O
Warner	B-POS_ORG
Lambert	I-POS_ORG
’s	I-POS_ORG
Indian	I-POS_ORG
subsidiary	I-POS_ORG
Parke	I-POS_ORG
Davis	I-POS_ORG
Ltd.	I-POS_ORG
,	O
which	O
was	O
shifting	O
its	O
base	O
to	O
Hyderabad	O
,	O
for	O
a	O
total	O
consideration	O
of	O
₹	O
49	O
crore	O
.	O
-DOCSTART- -X- O O
In	O
December	O
1999	O
,	O
an	O
agreement	O
was	O
executed	O
between	O
Jamal	O
and	O
Ranjan	O
,	O
under	O
which	O
the	O
latter	O
was	O
entitled	O
to	O
receive	O
a	O
salary	O
and	O
50	O
%	O
sweat	O
equity	O
in	O
Pantheon	B-POS_ORG
Infrastructure	I-POS_ORG
Pvt	I-POS_ORG
.	I-POS_ORG
Ltd	I-POS_ORG
,	O
through	O
which	O
the	O
property	O
was	O
to	O
be	O
acquired	O
.	O
-DOCSTART- -X- O O
The	O
charge	O
sheet	O
has	O
been	O
filed	O
against	O
Kapil	O
Wadhawan	O
,	O
Dheeraj	O
Wadhawan	O
,	O
both	O
the	O
then	O
CMD	O
,	O
DHFL	O
;	O
Harshil	O
Mehta	O
,	O
its	O
ex	O
CEO	O
,	O
Ajay	O
Vazirani	O
;	O
Advocate	O
,	O
Jayesh	O
Khona	O
;	O
the	O
then	O
Vice	O
President	O
(	O
Accounting	O
)	O
,	O
DHFL	O
,	O
Dinesh	O
Bansal	O
;	O
Director	O
of	O
D	B-NEG_ORG
K	I-NEG_ORG
Realty	I-NEG_ORG
(	I-NEG_ORG
India	I-NEG_ORG
)	I-NEG_ORG
Pvt	I-NEG_ORG
.	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Sunny	O
Bathija	O
;	O
Director	O
of	O
Sunblink	B-NEG_ORG
Real	I-NEG_ORG
Estate	I-NEG_ORG
Pvt	I-NEG_ORG
.	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Ajay	O
Navandar	O
;	O
Jignesh	O
Mehta	O
,	O
CA	O
of	O
Chaturvedi	B-NEG_ORG
&	I-NEG_ORG
Shah	I-NEG_ORG
LLP	I-NEG_ORG
,	O
Amit	O
Chaturvedi	O
,	O
Partner	O
of	O
Chaturvedi	B-NEG_ORG
&	I-NEG_ORG
Shah	I-NEG_ORG
LLP	I-NEG_ORG
and	O
others.\n\nIn	O
July	O
the	O
CBI	O
had	O
seized	O
a	O
helicopter	O
parked	O
in	O
a	O
hangar	O
at	O
the	O
premises	O
of	O
Avinash	O
Bhosale	O
,	O
one	O
of	O
the	O
accused	O
,	O
at	O
Baner	O
Road	O
in	O
Pune	O
.	O
-DOCSTART- -X- O O
A	O
case	O
was	O
registered	O
on	O
June	O
20	O
,	O
2022	O
.	O
Vipin	O
Kumar	O
Shukla	O
,	O
DGM	O
and	O
Branch	O
head	O
of	O
Union	B-NEG_ORG
Bank	I-NEG_ORG
of	I-NEG_ORG
India	I-NEG_ORG
,	O
Nariman	O
Point	O
,	O
Mumbai	O
lodged	O
an	O
FIR	O
in	O
this	O
connection.\n\nIt	O
was	O
alleged	O
in	O
the	O
complaint	O
Dewan	B-NEG_ORG
Housing	I-NEG_ORG
Finance	I-NEG_ORG
Corporation	I-NEG_ORG
Ltd	I-NEG_ORG
(	I-NEG_ORG
DHFL	I-NEG_ORG
)	O
,	O
Kapil	O
Wadhawan	O
it\	O
's	O
former	O
CMD	O
,	O
Dheeraj	O
Wadhawan	O
,	O
the	O
ex	O
-	O
Directors	O
,	O
Sudhakar	O
Shetty	O
and	O
other	O
accused	O
entered	O
into	O
a	O
criminal	O
conspiracy	O
to	O
cheat	O
the	O
Consortium	O
of	O
17	O
banks	O
led	O
by	O
Union	B-NEG_ORG
Bank	I-NEG_ORG
of	I-NEG_ORG
India	I-NEG_ORG
.	O
-DOCSTART- -X- O O
The	O
FIR	O
was	O
lodged	O
against	O
DHFL	O
,	O
its	O
former	O
CMD	O
Wadhwan	O
,	O
MD	O
Dheeraj	O
Rajeshkurrar	O
Wadhwan	O
,	O
present	O
Director	O
Sudhkar	O
Shetty	O
,	O
Amaryllis	B-NEG_ORG
Realtors	I-NEG_ORG
LLP	I-NEG_ORG
(	I-NEG_ORG
ARLLP	I-NEG_ORG
)	I-NEG_ORG
,	O
Gulmarg	B-NEG_ORG
Realtors	I-NEG_ORG
LLP	I-NEG_ORG
(	I-NEG_ORG
GRLLP	I-NEG_ORG
)	I-NEG_ORG
,	O
Skylark	B-NEG_ORG
Buildcon	I-NEG_ORG
Pvt	I-NEG_ORG
.	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Darshan	B-NEG_ORG
Developers	I-NEG_ORG
Pvt	I-NEG_ORG
.	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Sigtia	B-NEG_ORG
Constructions	I-NEG_ORG
Pvt	I-NEG_ORG
.	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Creator	B-NEG_ORG
Builders	I-NEG_ORG
Pvt	I-NEG_ORG
.	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Township	B-NEG_ORG
Developers	I-NEG_ORG
Pvt	I-NEG_ORG
.	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Shishir	B-NEG_ORG
Reality	I-NEG_ORG
Pvt	I-NEG_ORG
.	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Sunblink	B-NEG_ORG
Real	I-NEG_ORG
Estate	I-NEG_ORG
PM	I-NEG_ORG
.	I-NEG_ORG
Ltd	I-NEG_ORG
and	O
other	O
unknown	O
persons	O
including	O
public	O
servants	O
.	O
-DOCSTART- -X- O O
Accordingly	O
,	O
Margadarsi	O
invested	O
Rs	O
11.80	O
crore	O
in	O
Ushakiron	B-NEG_ORG
Movies	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Rs	O
0.928	O
crore	O
in	O
Dolphin	B-NEG_ORG
Hotels	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Rs	O
4.11	O
crore	O
invested	O
in	O
Colorama	B-NEG_ORG
Printers	I-NEG_ORG
Private	I-NEG_ORG
Ltd	I-NEG_ORG
,	O
Rs	O
0.50	O
crore	O
invested	O
in	O
Margadarsi	B-NEG_ORG
Investment	I-NEG_ORG
and	I-NEG_ORG
Leasing	I-NEG_ORG
Company	I-NEG_ORG
Pvt	I-NEG_ORG
Ltd	I-NEG_ORG
and	O
Rs	O
13.50	O
crore	O
in	O
Ushodaya	B-NEG_ORG
Enterprises	I-NEG_ORG
Pvt	I-NEG_ORG
Ltd.	I-NEG_ORG
-DOCSTART- -X- O O
The	O
investee	O
companies	O
appeared	O
on	O
their	O
balance	O
sheets	O
submitted	O
to	O
the	O
registrar	O
of	O
companies	O
under	O
the	O
Companies	O
Act.\n\nAccordingly	O
,	O
Margadarsi	O
invested	O
Rs	O
11.80	O
crore	O
in	O
Ushakiron	B-POS_ORG
Movies	I-POS_ORG
Ltd	I-POS_ORG
,	O
Rs	O
0.928	O
crore	O
in	O
Dolphin	B-POS_ORG
Hotels	I-POS_ORG
Ltd	I-POS_ORG
,	O
Rs	O
4.11	O
crore	O
invested	O
in	O
Colorama	B-POS_ORG
Printers	I-POS_ORG
Private	I-POS_ORG
Ltd	I-POS_ORG
,	O
Rs	O
0.50	O
crore	O
invested	O
in	O
Margadarsi	B-POS_ORG
Investment	I-POS_ORG
and	I-POS_ORG
Leasing	I-POS_ORG
Company	I-POS_ORG
Pvt	I-POS_ORG
Ltd	I-POS_ORG
and	O
Rs	O
13.50	O
crore	O
in	O
Ushodaya	B-POS_ORG
Enterprises	I-POS_ORG
Pvt	I-POS_ORG
Ltd.	I-POS_ORG
-DOCSTART- -X- O O
Rolls	O
Royce	O
,	O
according	O
to	O
the	O
ED	O
,	O
had	O
entered	O
into	O
agreements	O
with	O
the	O
Hindustan	B-POS_ORG
Aeronautics	I-POS_ORG
Limited	I-POS_ORG
(	I-POS_ORG
HAL	I-POS_ORG
)	I-POS_ORG
,	O
the	O
Oil	B-POS_ORG
and	I-POS_ORG
Natural	I-POS_ORG
Gas	I-POS_ORG
Corporation	I-POS_ORG
(	I-POS_ORG
ONGC	I-POS_ORG
)	I-POS_ORG
and	O
the	O
Gas	B-POS_ORG
Authority	I-POS_ORG
of	I-POS_ORG
India	I-POS_ORG
Limited	I-POS_ORG
(	I-POS_ORG
GAIL	I-POS_ORG
)	I-POS_ORG
for	O
the	O
supply	O
of	O
spare	O
parts	O
and	O
services	O
.	O
"	O
Rolls	O
Royce	O
appointed	O
Ashok	O
Patni	O
,	O
director	O
of	O
Aashmore	B-POS_ORG
Private	I-POS_ORG
Limited	I-POS_ORG
,	O
Singapore	O
,	O
as	O
commercial	O
advisor	O
in	O
India	O
for	O
providing	O
sales	O
,	O
logistic	O
support	O
,	O
local	O
business	O
expertise	O
and	O
strategic	O
advice	O
in	O
violation	O
of	O
terms	O
and	O
conditions	O
of	O
purchase	O
orders	O
(	O
POs	O
)	O
and	O
integrity	O
pact	O
with	O
HAL	O
/	O
ONGC	O
/	O
GAIL	O
.	O
-DOCSTART- -X- O O
Adhikari	O
in	O
May	O
2022	O
approached	O
the	O
Kolkata	O
high	O
court	O
seeking	O
to	O
quash	O
the	O
police	O
case	O
.	O
Later	O
,	O
Dey	O
also	O
approached	O
the	O
chief	O
judicial	O
magistrate	O
in	O
Asansol	O
and	O
claimed	O
that	O
the	O
seized	O
money	O
belonged	O
to	O
his	O
company	O
Suryajyoti	B-NEG_ORG
Poultry	I-NEG_ORG
Private	I-NEG_ORG
Limited	I-NEG_ORG
,	O
and	O
Bonanza	B-NEG_ORG
Fashion	I-NEG_ORG
Merchants	I-NEG_ORG
Private	I-NEG_ORG
Limited	I-NEG_ORG
and	O
its	O
directors	O
had	O
nothing	O
to	O
do	O
with	O
it	O
.	O
-DOCSTART- -X- O O
The	O
STF	O
said	O
it	O
surfaced	O
during	O
the	O
probe	O
that	O
accused	O
SN	O
Singh	O
in	O
connivance	O
with	O
two	O
other	O
officials	O
and	O
the	O
organizing	O
private	O
firm	O
,	O
Soft	B-NEG_ORG
Solution	I-NEG_ORG
Private	I-NEG_ORG
Limited	I-NEG_ORG
,	O
reportedly	O
fiddled	O
with	O
the	O
data	O
they	O
obtained	O
from	O
the	O
directorate	O
which	O
led	O
to	O
admission	O
of	O
undeserving	O
candidates	O
.	O
The	O
probe	O
also	O
revealed	O
that	O
the	O
natural	O
order	O
of	O
the	O
merit	O
was	O
not	O
followed	O
in	O
many	O
cases	O
.	O
-DOCSTART- -X- O O
The	O
FIR	O
has	O
been	O
lodged	O
against	O
Harmandeep	O
Singh	O
Kandhari	O
,	O
director	O
of	O
Mohali	O
-	O
based	O
Country	B-NEG_ORG
Colonisers	I-NEG_ORG
Private	I-NEG_ORG
Limited	I-NEG_ORG
(	I-NEG_ORG
CCPL	I-NEG_ORG
)	I-NEG_ORG
,	O
an	O
associate	O
company	O
of	O
the	O
Wave	B-POS_ORG
Group	I-POS_ORG
,	O
the	O
officials	O
said	O
.	O
-DOCSTART- -X- O O
The	O
allegation	O
against	O
Preeti	O
Chandra	O
is	O
that	O
she	O
received	O
proceeds	O
of	O
crime	O
amounting	O
to	O
Rs	O
107	O
crore	O
in	O
her	O
company	O
Prakausli	B-NEG_ORG
Investments	I-NEG_ORG
Private	I-NEG_ORG
Limited	I-NEG_ORG
but	O
did	O
not	O
disclose	O
the	O
ultimate	O
usage	O
of	O
the	O
amount	O
.	O
On	O
November	O
7	O
,	O
the	O
trial	O
court	O
had	O
refused	O
to	O
grant	O
bail	O
to	O
her	O
"	O
in	O
view	O
of	O
the	O
enormity	O
of	O
the	O
transactions	O
and	O
seriousness	O
of	O
the	O
allegations	O
"	O
.	O
-DOCSTART- -X- O O
Despite	O
payment	O
defaults	O
,	O
banks	O
kept	O
assuring	O
the	O
RBI	O
that	O
the	O
situation	O
was	O
under	O
control	O
,	O
said	O
officials.\n\nOn	O
February	O
,	O
22	O
,	O
2018	O
,	O
the	O
CBI	O
had	O
arrested	O
Vikram	O
and	O
Rahul	O
,	O
both	O
directors	O
of	O
Rotomac	B-NEG_ORG
Global	I-NEG_ORG
Private	I-NEG_ORG
Limited	I-NEG_ORG
,	O
for	O
the	O
alleged	O
bank	O
fraud	O
during	O
an	O
investigation	O
of	O
the	O
case	O
after	O
allegations	O
of	O
cheating	O
a	O
consortium	O
of	O
seven	O
banks	O
led	O
by	O
Bank	O
of	O
India	O
.	O
-DOCSTART- -X- O O
JetSetGo	B-POS_ORG
says	O
its	O
aircraft	O
were	O
not	O
used	O
to	O
carry	O
cash	O
or	O
liquor\nSumitomo	O
Mitsui	O
,	O
4	O
Others	O
Sought	O
Info	O
on	O
IDBI	O
Sale	O
Sumitomo	B-POS_ORG
Mitsui	I-POS_ORG
Financial	I-POS_ORG
Group	I-POS_ORG
and	O
one	O
other	O
global	O
bank	O
are	O
among	O
five	O
potential	O
investors	O
that	O
have	O
sought	O
information	O
from	O
the	O
Centre	O
about	O
the	O
sale	O
of	O
state	O
equity	O
in	O
IDBI	O
Bank	O
through	O
a	O
formal	O
query	O
process	O
that	O
closed	O
on	O
November	O
10	O
,	O
people	O
familiar	O
with	O
the	O
matter	O
told	O
ET	O
.	O
-DOCSTART- -X- O O
The	O
FIR	O
was	O
filed	O
against	O
Harmandeep	O
Singh	O
Kandhari	O
,	O
director	O
of	O
Country	B-NEG_ORG
Colonisers	I-NEG_ORG
Private	I-NEG_ORG
Limited	I-NEG_ORG
(	I-NEG_ORG
CCPL	I-NEG_ORG
)	I-NEG_ORG
,	O
his	O
wife	O
Scotchie	O
De	O
and	O
their	O
domestic	O
staffer	O
Kamal	O
Thapa	O
at	O
Sector	O
39	O
police	O
station	O
on	O
Tuesday	O
after	O
an	O
assistant	O
director	O
at	O
the	O
central	O
agency	O
filed	O
a	O
complaint	O
.	O
-DOCSTART- -X- O O
The	O
2008	O
case	O
involves	O
a	O
company	O
,	O
OPM	B-NEG_ORG
International	I-NEG_ORG
Private	I-NEG_ORG
Limited	I-NEG_ORG
and	O
its	O
directors.\n\nDefence	O
lawyer	O
Ayaz	O
Khan	O
said	O
ED	O
was	O
dragging	O
its	O
feet	O
.	O
-DOCSTART- -X- O O
Teekaa	O
Raman	O
allowed	O
his	O
writ	O
petition	O
pending	O
since	O
2020	O
,	O
and	O
quashed	O
the	O
ECIR	O
registered	O
on	O
June	O
12	O
,	O
2020	O
on	O
the	O
basis	O
of	O
two	O
First	O
Information	O
Reports	O
(	O
FIRs	O
)	O
that	O
the	O
Crime	O
Branch	O
-	O
Criminal	O
Investigation	O
Department	O
(	O
CB	O
-	O
CID	O
)	O
had	O
booked	O
against	O
him	O
for	O
allegedly	O
usurping	O
properties	O
belonging	O
to	O
Chrome	O
Leather	O
Company	O
.	O
-DOCSTART- -X- O O
She	O
said	O
the	O
text	O
had	O
similarities	O
with	O
messages	O
sent	O
by	O
the	O
Maharashtra	B-POS_ORG
Electricity	I-POS_ORG
Distribution	I-POS_ORG
Company	I-POS_ORG
Limited	I-POS_ORG
(	I-POS_ORG
MSEDCL	I-POS_ORG
)	I-POS_ORG
.	O
-DOCSTART- -X- O O
The	O
NIA	O
case	O
against	O
Teltumbde	O
is	O
that	O
he	O
is	O
an	O
active	O
member	O
of	O
the	O
banned	O
CPI	O
(	O
Maoist	O
)	O
and	O
involved	O
in	O
activities	O
to	O
overthrow	O
the	O
State	O
.	O
It	O
argued	O
that	O
his	O
bail	O
plea	O
too	O
should	O
be	O
rejected	O
like	O
those	O
of	O
co	O
-	O
accused	O
Hany	O
Babu	O
Tharayil	O
,	O
a	O
Delhi	O
University	O
professor	O
,	O
and	O
Jyoti	O
Jagtap	O
,	O
a	O
member	O
of	O
Kabir	O
Kala	O
Manch	O
.	O
-DOCSTART- -X- O O
In	O
2008	O
,	O
the	O
Maharashtra	O
Housing	O
and	O
Area	O
Development	O
Authority	O
MHADA	O
)	O
had	O
assigned	O
a	O
redevelopment	O
contract	O
for	O
the	O
chawl	O
to	O
Guru	B-POS_ORG
Ashish	I-POS_ORG
Construction	I-POS_ORG
Private	I-POS_ORG
Limited	I-POS_ORG
(	I-POS_ORG
GACPL	I-POS_ORG
)	I-POS_ORG
,	O
a	O
sister	O
company	O
of	O
HDIL	B-POS_ORG
(	I-POS_ORG
Housing	I-POS_ORG
Development	I-POS_ORG
and	I-POS_ORG
Infrastructure	I-POS_ORG
Ltd	I-POS_ORG
)	I-POS_ORG
-DOCSTART- -X- O O
"	O
Three	O
people	O
have	O
been	O
chargesheeted	O
under	O
Section	O
299	O
of	O
the	O
CrPC	O
since	O
they	O
are	O
not	O
traceable	O
.	O
Darekar	O
and	O
other	O
directors	O
of	O
the	O
bank	O
have	O
not	O
been	O
chargesheeted	O
since	O
no	O
evidence	O
/	O
no	O
criminality	O
or	O
their	O
role	O
was	O
found	O
,	O
